price,mileage,mpg
10980,13672,65.7
17970,10718,60.1
9990,12691,65.7
12030,24776,46.3
11516,36311,64.2
10891,15725,60.1
15087,54631,67.3
14750,15891,40.3
11750,14927,65.7
6990,60381,61.4
9990,19571,65.7
9500,13909,74.3
10000,6820,55.4
20000,6841,40.3
19500,10679,54.3
18000,4863,55.4
7850,16210,54.3
8295,6313,57.7
13390,8000,62.8
26475,12000,20.9
9700,10326,64.2
7450,11500,57.7
8750,24545,65.7
19500,9386,47.9
20000,9191,35.3
18300,19026,47.9
10750,33196,74.3
17550,5,45.6
10990,12493,58.9
7590,52671,67.3
19790,8686,62.8
10991,3125,60.1
12960,41392,45.6
20491,10699,50.4
20090,10352,49.6
17991,22071,58.9
26250,3775,34.5
17999,37614,56.5
8499,23266,74.4
9399,23534,65.7
10999,10394,65.7
21995,4000,39.2
10246,14285,62.8
9987,3736,64.2
10350,12443,57.7
8495,19718,65.7
6695,21790,54.3
13750,13000,58.9
10695,20408,60.1
8750,44344,65.7
12595,20088,65.7
7595,35240,65.7
10250,17389,65.7
23495,25270,47.9
9450,39360,64.2
11999,11,43.5
14999,9605,54.3
18999,9202,39.2
10999,7873,65.7
9499,42285,47.9
15500,4032,56.5
13450,11884,58.9
17290,18572,64.2
14700,13986,60.1
13000,12838,56.5
8750,29110,68.9
9150,29844,68.9
12750,12687,54.3
9000,54900,74.3
10500,6225,65.7
9550,28414,74.3
21000,21955,47.9
11000,12351,65.7
12750,3640,60.1
10900,22291,52.3
11997,15332,61.4
24497,38322,34.4
16997,6240,45.6
10897,7122,64.2
13999,10441,74.3
13599,19806,54.3
11699,31607,74.3
14899,28786,67.3
14999,4975,58.9
9999,42315,60.1
16499,44947,48.7
14999,5899,51.4
10999,5918,55.4
8999,45934,74.3
8399,27928,78.5
9450,20445,44.8
10150,8135,65.7
9495,20018,60.1
9795,12302,65.7
9195,18980,65.7
16995,19172,60.1
10500,23047,65.7
8450,17554,54.3
12500,17695,56.5
7850,11149,57.7
8750,25434,52.3
10350,18730,65.7
11499,21063,74.3
18999,13154,60.1
11999,9899,65.7
10999,5732,55.4
8999,34280,65.7
19000,7584,58.9
32500,1521,37.2
9150,29336,68.9
18800,14375,47.9
18400,7957,34.4
10350,6460,64.2
8900,40861,64.2
7250,28708,65.7
13000,35,48.7
12250,14554,74.3
15497,12378,60.1
13739,8230,54.3
10190,24417,65.7
10497,15968,64.2
10690,7114,64.2
13790,12047,57.7
15790,5509,60.1
11890,13914,61.4
9690,14961,65.7
12990,12822,57.7
9690,19725,65.7
9997,5777,64.2
12497,12206,60.1
16497,13378,64.2
15997,13794,60.1
13690,10223,60.1
11690,22477,58.9
7250,33810,54.3
9897,4868,64.2
7490,31779,44.8
14997,8745,58.9
7997,20158,54.3
9997,17476,64.2
9697,30611,65.7
6990,26138,54.3
7997,10094,57.7
11497,9379,61.4
17497,8493,60.1
10997,5508,65.7
13497,17860,57.7
13997,22084,54.3
5997,75032,58.9
11690,11483,65.7
17497,9321,60.1
7697,16886,54.3
10997,16683,53.3
8997,22040,65.7
14997,15746,64.2
12997,16568,57.7
10997,11651,65.7
11350,11892,60.1
10490,21044,61.4
9997,15220,64.2
8900,11521,64.2
8990,24872,64.2
16950,7687,60.1
10997,21136,61.4
16500,19444,54.3
10490,14576,60.1
8790,16143,54.3
10997,8389,65.7
13497,19293,57.7
16797,4523,60.1
9997,20670,65.7
11990,6952,65.7
9750,15696,65.7
9690,21175,65.7
13497,12928,57.7
11490,11876,65.7
6497,52293,78.5
7497,21747,54.3
13997,17734,57.7
11497,16558,60.1
9997,13040,64.2
14997,7810,53.3
5997,32385,57.7
10497,19200,65.7
9997,20507,64.2
9697,27864,47.9
10497,19686,61.4
9774,26437,61.4
8997,7987,54.3
10990,9667,61.4
9690,11667,64.2
9997,15683,64.2
17950,17689,64.2
18250,20132,41.5
10490,8256,65.7
9690,14562,64.2
10190,19686,65.7
10290,10845,64.2
10997,7689,64.2
10950,20191,61.4
9890,16390,64.2
13497,17804,57.7
15737,35831,64.2
8890,16803,56.5
9697,18250,64.2
10990,13474,65.7
14650,3943,57.7
11997,7269,61.4
9890,10109,64.2
13490,13842,57.7
14497,7255,57.7
8750,16421,65.7
11390,18331,54.3
10390,16122,60.1
10697,13130,65.7
10997,8915,61.4
9997,30085,74.3
10497,5786,64.2
11990,21567,57.7
14690,10816,54.3
6997,30901,54.3
11997,8159,65.7
12390,6369,54.3
10997,10956,65.7
12497,24396,57.7
8490,30178,64.2
14497,16601,60.1
16497,17407,64.2
10981,25782,60.1
10690,6321,61.4
8690,70143,74.3
9697,6327,64.2
13797,15230,57.7
8997,28985,44.8
12850,6127,62.8
14541,5050,57.7
9790,20146,65.7
17997,16284,54.3
15990,7874,40.3
8750,5262,54.3
10997,18676,60.1
15490,17988,41.5
11390,19419,60.1
9997,29942,61.4
8497,5806,54.3
10697,9823,64.2
9890,12875,64.2
11490,14991,60.1
16997,7654,45.6
11820,6732,58.9
10497,14455,64.2
9350,17027,64.2
16690,24692,41.5
9661,10864,64.2
11841,17434,60.1
10497,33274,60.1
8750,10458,64.2
18290,9641,56.5
23997,28170,36.7
27497,1973,36.7
14490,17957,60.1
6890,20881,70.6
17981,3892,80.7
11350,12981,65.7
18741,8878,52.3
13900,22139,64.2
10997,6348,61.4
16990,8348,60.1
8697,20518,54.3
10997,12425,62.8
12497,13589,60.1
11997,10131,65.7
13841,9398,54.3
10497,9615,64.2
20990,7122,41.5
16750,10561,60.1
14497,18608,58.9
6789,27914,57.7
7700,28882,47.9
8997,9965,54.3
15997,19744,60.1
13497,13588,57.7
11997,11502,61.4
6997,37090,65.7
8997,17616,54.3
17497,13416,60.1
7997,31803,54.3
8497,14487,54.3
12997,14868,54.3
12950,13807,56.5
8700,23459,47.9
17800,33421,54.3
5700,66449,57.7
6200,49939,78.5
16750,17035,54.3
8973,54803,68.9
12995,2874,57.7
17750,9836,67.3
10250,14554,53.3
8000,16323,61.4
11500,8286,60.1
9500,31691,53.3
14500,25951,60.1
16000,7684,51.4
10000,12490,64.2
12500,3685,56.5
11000,7775,55.4
8690,17932,54.3
9997,7469,64.2
9997,15464,64.2
9997,34606,60.1
7997,27838,54.3
10997,18980,61.4
10797,16546,61.4
7997,24427,57.7
13997,28930,64.2
12000,11201,58.9
11500,36775,65.7
7500,18055,57.7
14000,15983,67.3
10000,10133,52.3
7500,13647,57.7
16000,26931,54.3
21000,10889,45.6
13500,10654,54.3
16000,16030,56.5
14000,34986,54.3
8000,9193,57.7
7000,25462,67.3
10500,18459,65.7
10000,13547,65.7
8500,42195,62.8
14500,6659,58.9
14500,5650,58.9
16000,17000,41.5
9500,21065,64.2
14500,15500,53.3
16500,6000,64.2
10200,21114,53.3
8500,19671,53.3
9400,26000,64.2
8800,62000,47.9
6250,72937,61.4
15500,32600,54.3
8465,43450,44.8
5465,41638,54.3
11300,9601,65.7
7600,27741,65.7
9200,12759,54.3
13620,12180,57.7
9000,12944,54.3
16800,19388,60.1
14750,16197,54.3
10400,10978,65.7
14500,10755,57.7
8750,10388,57.7
6500,38609,65.7
13500,21825,74.3
13750,7565,74.3
7000,13969,54.3
10650,24178,52.3
15500,19027,64.2
5600,63884,54.3
11500,12548,64.2
19718,10,55.4
15500,7917,58.9
9310,16235,65.7
9000,9000,47.9
10000,33375,64.2
26000,1378,42.2
16100,3207,53.3
18000,8985,60.1
18000,1265,48.7
8800,25587,65.7
11700,26807,60.1
11200,17138,65.7
7860,24293,54.3
7160,43441,88.3
14465,31322,41.5
10497,9920,78.5
5999,30540,54.3
8999,11800,53.3
7710,27320,65.7
7695,51986,67.3
11000,28573,56.5
8495,30007,62.8
9190,19424,57.7
8830,33980,74.3
8500,26546,61.4
11300,35407,54.3
12000,29620,65.7
13500,4213,54.3
9000,39187,60.1
20000,13826,48.7
9000,45394,60.1
9000,22496,64.2
11298,16364,65.7
10998,14565,65.7
9798,24842,55.4
11498,22876,74.3
8998,24625,65.7
6298,33762,54.3
8398,31221,61.4
17995,40782,52.3
17495,5040,38.2
9795,31100,51.4
8797,17953,54.3
8690,15990,65.7
9990,14205,60.1
12997,9612,57.7
10971,10388,65.7
9350,19367,64.2
18690,16967,41.5
16690,6760,40.3
16750,10567,60.1
12941,10599,48.7
9490,18516,64.2
11890,19097,60.1
10497,27489,61.4
12995,12267,65.7
11980,13864,60.1
7980,37576,47.9
19998,18471,54.3
16998,16410,60.1
13998,9303,57.7
19898,4166,64.2
15498,23763,54.3
21798,3774,41.5
13998,11689,58.9
10998,24014,74.3
7298,24950,47.9
11998,44456,65.7
14798,18443,58.9
10890,22158,60.1
6790,37002,58.9
9890,20058,74.3
7797,13000,57.7
15990,28115,56.5
16997,6837,60.1
16997,8954,60.1
6995,30381,54.3
6995,10529,57.7
14998,44106,60.1
17298,8245,38.2
16998,19409,54.3
17498,7669,34.4
10998,49742,74.3
9470,40519,74.3
10298,35210,42.8
9998,27154,62.8
8998,10602,54.3
10498,36562,52.3
10995,25325,60.1
7995,54400,64.2
10000,8236,64.2
10500,14552,47.1
14500,35000,41.5
7795,21050,44.1
9998,6997,47.1
11498,15371,54.3
14990,4215,58.9
7995,13057,57.7
11280,10492,60.1
9495,26638,44.8
8995,34242,65.7
6495,45159,47.1
8845,21426,44.8
10995,12245,56.5
8495,41204,57.7
8995,16130,65.7
16998,8488,70.6
9998,15335,58.9
9998,25969,64.2
10498,6188,55.4
11498,11005,44.1
13498,11206,57.7
10498,3545,57.7
6998,11052,54.3
9798,23271,62.8
10498,22517,65.7
9990,6487,64.2
10750,14919,65.7
10497,14220,64.2
13341,14064,57.7
12997,7888,60.1
10650,9813,65.7
13990,27678,60.1
9997,17855,64.2
10490,28310,60.1
14490,14210,64.2
8998,25199,74.3
17998,6514,45.6
10298,12511,51.4
9599,25625,74.3
10898,14523,62.8
6797,63000,62.8
10797,20967,60.1
13997,8005,57.7
10397,18558,65.7
14390,3381,53.3
9997,25318,65.7
13497,12565,57.7
18997,20112,41.5
9997,17595,65.7
17890,6927,60.1
11995,34032,52.3
20695,1561,64.2
21500,1916,28.8
14700,5726,57.7
10000,4352,64.2
17500,10,48.7
8000,29942,57.7
8600,32137,54.3
10700,20531,65.7
12400,4864,60.1
10498,8050,55.4
7298,44149,60.1
18498,9312,54.3
15998,19790,40.3
10998,21456,60.1
10698,41068,74.3
11698,9977,65.7
10998,24107,68.9
7498,35075,78.5
10998,8421,53.3
12000,9452,65.7
12000,10545,52.3
13250,14984,57.7
8750,35315,65.7
11400,43998,64.2
11000,22588,52.3
10500,22414,65.7
9200,43792,61.4
11750,15856,65.7
14000,36363,64.2
6270,27841,61.4
13970,14252,64.2
16770,9992,54.3
5290,65607,58.9
8940,23544,52.3
8249,34887,60.1
9900,26345,61.4
9790,15818,53.3
8790,41093,74.3
16698,3271,48.7
4998,72101,54.3
7995,57025,44.1
12995,7804,57.7
7995,48000,74.3
5495,63980,76.4
6990,66992,74.3
10329,37114,48.7
13495,13221,53.3
10345,31913,74.3
7700,28652,65.7
10250,26892,52.3
12000,11285,60.1
10750,17815,52.3
14000,20500,54.3
9400,27768,64.2
7000,34732,44.1
16000,1702,55.4
10380,22945,61.4
8700,21218,54.3
14250,22015,60.1
6998,19505,65.7
9898,28741,62.8
11298,18492,68.9
14698,17640,58.9
16998,7293,38.2
9998,25050,53.3
11998,20646,68.9
10698,31743,68.9
13500,24417,57.7
8800,13220,57.7
8750,8355,57.7
7895,36003,47.9
10795,21529,47.9
17995,27769,56.5
11200,12064,65.7
16601,22508,54.3
8990,8411,54.3
8990,14088,65.7
10990,10185,65.7
9990,37249,68.9
14490,10426,54.3
19490,21021,51.4
10990,30304,56.5
14990,45472,54.3
18990,5003,39.2
7676,35201,56.5
4560,35824,57.7
14237,25780,67.3
14280,8900,57.7
8180,25558,55.4
16990,19016,54.3
7090,28877,65.7
5902,57890,67.3
9698,23484,62.8
11998,5863,57.7
14000,17406,65.7
11500,12951,68.9
16500,23000,60.1
10250,29387,64.2
10000,5501,54.3
11000,10053,60.1
12000,12478,65.7
10298,26996,55.4
8698,21672,65.7
15998,6051,56.6
8798,13761,54.3
14498,18597,60.1
15698,13300,43.5
17849,15281,38.2
12390,3345,61.4
10280,22878,65.7
17420,25003,54.3
13990,15178,60.1
8991,14615,64.2
5572,55920,44.1
9498,13705,78.5
8998,46400,68.9
10798,16541,58.9
9298,46377,74.3
11698,11760,62.8
10498,9906,62.8
19498,30382,44.1
16998,45668,44.8
18298,12232,52.3
19498,11245,47.9
10298,10578,55.4
6210,45258,54.3
8290,31024,65.7
8100,6768,47.1
6780,44081,58.9
7480,51838,68.9
9499,35529,60.1
8750,33434,62.8
11998,29396,64.2
10298,13148,55.4
9998,31788,44.8
10998,48934,54.3
9998,23046,68.9
9998,25003,55.4
9998,21314,65.7
9500,21861,74.3
8360,9892,65.7
4650,34000,57.7
6100,48659,58.9
6490,26822,54.3
5960,55253,67.3
17490,1220,40.3
12990,11233,74.3
15690,10000,74.3
25490,1128,39.2
10490,21832,62.8
22990,185,54.3
15495,22704,54.3
7999,82094,68.9
18999,2200,49.6
21595,7980,39.2
12350,23800,58.9
6701,50000,76.4
8400,38524,65.7
6100,35183,54.3
10200,15143,65.7
8000,51194,74.3
8930,13492,65.7
10170,10485,65.7
4801,90000,54.3
7981,40000,60.1
9690,25644,65.7
12498,29430,64.2
8698,23540,60.1
9498,15572,52.3
13298,9162,51.4
9498,45309,60.1
10998,662,57.7
10498,15454,68.9
14598,13882,58.9
18498,10557,39.2
11998,7210,65.7
12220,9526,56.5
11000,33763,56.5
14491,6453,53.3
5991,56818,68.9
8291,18934,54.3
6891,30595,65.7
15991,6446,38.2
10490,20651,52.3
8991,15775,44.8
9210,18256,65.7
12991,9476,47.9
7991,11904,54.3
10159,42391,47.9
9840,21812,44.1
8137,22034,74.4
17750,19510,67.3
17520,3758,60.1
19230,2894,60.1
17390,3058,60.1
10991,25943,65.7
14287,10013,58.9
26030,3919,34.5
19300,2662,50.4
20390,6644,49.6
26430,9129,55.4
17200,6984,61.4
17800,4487,62.8
27480,6656,54.3
10530,13674,58.9
7790,18859,54.3
17410,2117,60.1
17520,4892,60.1
17390,2905,60.1
8760,21578,65.7
9230,20940,47.9
16387,25405,56.5
15160,15368,38.2
15500,10286,58.9
17530,15,48.7
11200,11133,74.3
7871,37012,61.4
15791,40984,54.3
9950,67648,60.1
13999,23915,64.2
10450,15443,65.7
7991,2271,57.7
6080,58804,65.7
9970,54719,78.5
15291,36706,67.3
7620,42540,44.1
9291,7147,64.2
8791,24688,52.3
8222,25550,65.7
6590,42031,54.3
9470,16795,65.7
19840,28613,52.3
7600,46660,74.3
17300,5294,60.1
16730,4725,58.9
12410,4948,74.3
17080,27498,56.5
7870,21482,74.4
17990,28310,56.5
8880,38737,62.8
7500,70709,74.3
9130,29466,65.7
6710,32726,57.7
19991,2475,50.4
6800,24613,57.7
10361,20846,52.3
7750,23355,54.3
17450,4650,60.1
9450,25082,64.2
12950,21149,57.7
6450,30147,65.7
8950,35450,60.1
12450,8911,54.3
14450,8508,58.9
8151,65121,74.3
5991,70658,78.5
4890,14512,57.7
13491,35417,60.1
7991,7768,57.7
10491,15946,65.7
9491,29743,65.7
9991,19031,52.3
10991,20962,53.3
10991,10169,65.7
8450,17294,65.7
13750,26452,64.2
14750,15093,64.2
9450,11625,65.7
7950,23691,60.1
8950,23444,64.2
14750,5775,58.9
15529,3646,51.4
9450,19432,64.2
11250,11410,65.7
9450,14600,64.2
8450,10455,57.7
7950,23583,65.7
10450,13308,53.3
6950,29699,54.3
10250,20761,65.7
9750,15789,64.2
10999,12528,61.4
14450,16026,64.2
16950,734,36.7
10850,26967,54.3
12950,14842,57.7
14450,15664,64.2
10250,24659,74.3
10950,10307,65.7
12999,12428,57.7
11253,9793,61.4
14590,12444,64.2
8650,10581,65.7
7950,16674,54.3
8950,17134,44.8
12650,18442,57.7
11999,14662,60.1
10250,9731,64.2
10250,9001,65.7
8450,29303,65.7
7950,17437,54.3
11456,2837,65.7
9659,9705,64.2
14450,13750,64.2
19450,12250,41.5
9850,6831,64.2
13650,8761,57.7
13250,13638,57.7
13450,17897,57.7
16950,9212,60.1
10638,13222,65.7
9407,18515,64.2
16450,6108,49.6
7999,19353,54.3
10750,18954,61.4
10950,15640,61.4
10950,14301,61.4
10708,8949,65.7
10450,21919,65.7
12950,15442,57.7
16950,11048,54.3
6950,24796,65.7
10750,9976,64.2
12950,18146,45.6
12950,30191,58.9
10950,12458,65.7
5750,39329,54.3
10750,8319,64.2
5890,40687,65.7
7170,45018,65.7
14550,7843,38.2
13140,3087,48.7
13030,3254,48.7
17790,5920,60.1
18000,12174,47.9
15910,5793,58.9
9620,25668,51.4
7791,25233,78.5
11750,6091,65.7
11750,27544,60.1
11950,7761,58.9
13950,10467,57.7
10950,17090,65.7
11250,12302,61.4
15950,6283,60.1
13250,42573,54.3
12247,9865,60.1
18450,3969,40.3
9999,20613,60.1
13617,7166,57.7
15450,14943,54.3
13461,25267,64.2
10750,18363,78.5
17450,9633,67.3
13450,19729,57.7
6999,25495,54.3
11450,16006,60.1
8450,10432,57.7
9491,29414,65.7
7999,14748,54.3
9950,7282,64.2
15750,4637,60.1
9999,4997,64.2
9950,15155,64.2
9660,23448,65.7
15920,4798,49.6
14090,13399,54.3
19766,5071,41.5
14266,16212,64.2
16950,17027,54.3
13950,24425,64.2
13157,12967,57.7
17750,14888,60.1
8368,12133,65.7
10750,14436,60.1
10950,7100,65.7
11450,16498,65.7
14450,14671,64.2
22750,4903,42.2
13491,2957,58.9
10070,12180,65.7
15490,7885,74.3
19590,13532,47.9
7390,17499,78.5
15763,11773,74.3
8221,27695,65.7
15740,4933,51.4
8430,37775,64.2
13500,23393,54.3
18995,25587,32.5
7353,30015,47.9
11999,30699,50.4
15498,27654,80.7
11698,19359,61.4
17498,14337,38.2
7495,20970,54.3
10690,22988,56.5
8650,30104,65.7
16950,24943,54.3
8990,23653,70.6
9998,40176,88.3
10298,8935,44.8
8498,5215,54.3
10298,24455,55.4
16998,25753,54.3
10495,21328,56.5
10495,23444,56.5
6197,29164,54.3
8990,20920,47.9
6995,64406,76.4
14147,30685,54.3
13995,15,55.4
9995,18234,62.8
9995,6002,65.7
11495,9258,44.8
17995,34606,52.3
21995,10,49.6
16495,11689,48.7
8795,9827,65.7
5795,44190,55.4
16995,10000,74.3
11995,6918,54.3
9995,12055,53.3
16950,28624,58.9
7672,13450,54.3
7950,33622,54.3
9671,8131,64.2
12250,8586,60.1
15250,12271,64.2
7999,22484,54.3
11450,18095,60.1
20395,5500,35.3
21495,10,50.4
16297,9500,45.6
5297,69420,56.5
9350,13050,65.7
8650,7207,54.3
14250,8147,48.7
12950,15916,57.7
11950,15253,58.9
9850,6169,64.2
9950,10405,64.2
9850,5789,64.2
9997,17887,64.2
6597,35765,60.1
9497,32688,61.4
11997,14467,65.7
10597,11224,65.7
11997,13146,60.1
10495,1850,43.5
17495,4220,52.3
12795,18569,57.7
13495,7256,55.4
17495,11885,49.6
17495,11939,49.6
8498,51643,61.4
13698,23732,60.1
9498,14853,74.4
10397,7101,64.2
9597,19611,65.7
10897,11148,65.7
10597,17916,61.4
9897,13647,64.2
10897,17244,58.9
11197,6939,65.7
9997,18220,64.2
13697,16815,68.9
17997,3584,47.9
7897,52570,74.3
9697,24009,62.8
13697,22096,64.2
9297,14289,64.2
13897,9174,57.7
10950,7804,65.7
9950,4527,64.2
10625,17045,65.7
10450,15267,60.1
9650,18653,65.7
13997,12655,57.7
8950,14821,64.2
13497,2218,58.9
11997,10708,60.1
14497,7066,57.7
7697,19701,57.7
15597,7231,60.1
16597,19065,41.5
10497,13910,53.3
7397,28095,54.3
13997,13157,51.4
6897,27361,65.7
14497,4212,57.7
18998,10901,41.5
14997,17185,64.2
7250,47560,47.9
18425,28997,52.3
9550,7314,64.2
17325,6325,60.1
9797,17970,57.7
11950,14796,56.5
9250,8248,64.2
16850,15065,45.6
10597,5643,64.2
18950,7777,41.5
13150,5055,57.7
17850,8781,41.5
9750,17796,65.7
11625,15618,51.4
21925,5998,64.2
11250,19338,61.4
17725,10857,74.3
9150,31925,65.7
7550,14371,57.7
15997,4385,48.7
9995,23421,56.5
7295,15260,55.4
8495,19033,64.2
7092,50842,57.7
18731,6667,58.9
6702,21512,54.3
14536,3800,55.4
10142,31500,74.3
7950,12405,57.7
10450,11579,65.7
10650,3563,65.7
15950,24845,60.1
10450,29254,60.1
11450,20266,60.1
17950,27188,41.5
8950,11602,64.2
15750,6924,54.3
10950,13900,65.7
10999,5678,65.7
11950,10844,49.6
10950,27086,60.1
7450,33042,65.7
10450,23266,65.7
16625,12690,60.1
17925,14726,54.3
6250,21292,54.3
10697,15950,65.7
13250,8976,57.7
9697,8136,48.7
9551,49311,74.3
9120,31889,53.3
9591,16965,62.8
11951,20110,47.9
15591,7386,52.3
9495,32948,47.9
15795,18646,41.5
6697,40126,54.3
11397,14668,61.4
11697,20744,60.1
10110,19475,62.8
7600,11834,57.7
7800,7285,57.7
20080,3651,47.9
19950,2583,51.4
15391,3591,49.6
17310,16654,54.3
11220,21922,51.4
20890,2986,50.4
6541,50116,65.7
6997,37396,56.5
15497,1310,58.9
8997,13481,55.4
9897,35199,60.1
10497,20445,62.8
13997,3134,48.7
5497,16690,57.7
9997,23143,65.7
17397,23489,54.3
10497,6698,65.7
16698,10967,45.6
15998,26023,67.3
9998,54153,60.1
19998,537,39.2
21290,13346,37.7
9059,57477,74.3
17520,7562,60.1
13660,49711,52.3
11000,24813,56.5
13140,2356,48.7
12091,63741,60.1
21972,1011,60.1
19000,4753,60.1
19000,3400,60.1
9780,7238,65.7
7500,4308,57.7
10481,23065,65.7
8421,18653,54.3
15780,5372,74.3
11660,14453,54.3
10597,6499,64.2
9850,9855,65.7
7850,12401,57.7
25925,5891,37.7
9450,14126,64.2
16350,18258,64.2
9950,44325,60.1
15550,15939,54.3
10250,20028,47.9
9750,13281,65.7
10498,19130,65.7
8298,24125,52.3
11498,27070,64.2
7598,33440,44.1
6998,38052,78.5
9598,59787,78.5
8998,10673,54.3
13998,8156,58.9
6698,25409,54.3
10798,11805,65.7
16995,3428,40.3
9995,31250,65.7
14390,12402,54.3
8990,37515,53.3
13890,23969,64.2
11498,17897,54.3
15498,25950,44.8
10498,9578,55.4
9498,48694,53.3
8798,33539,74.3
14498,12739,58.9
18998,20145,41.5
19498,9102,39.2
13998,15782,64.2
7298,62125,67.3
6998,16736,44.1
13995,7016,53.3
19995,20999,56.5
6995,11969,54.3
10495,13142,55.4
12495,13034,58.9
12995,42165,67.3
20395,3100,36.7
20995,17478,48.7
8995,22649,55.4
7897,27796,54.3
13597,11148,57.7
8497,39588,74.3
15397,12232,54.3
10697,22870,68.9
18997,9036,39.2
9297,21143,65.7
17997,7342,34.4
9050,16812,64.2
7998,9181,55.4
7498,21074,65.7
12498,11445,58.9
8798,24305,62.8
9798,32160,60.1
9000,16639,64.2
17490,33777,56.5
7990,27792,61.4
8290,29174,65.7
9498,14301,54.3
10998,7426,60.1
14495,16210,80.7
25925,878,39.2
17998,16001,67.3
8998,24859,65.7
11998,37154,58.9
14998,41157,41.5
13498,44106,67.3
18298,14232,45.6
7698,25411,54.3
13890,36858,60.1
7600,43919,61.4
10390,30261,74.3
10990,13890,57.7
16995,18416,60.1
9495,3136,47.9
23850,3357,42.2
17890,11834,64.2
9660,7669,44.1
17720,32582,52.3
6921,24433,67.3
17520,2798,60.1
17520,4792,60.1
17520,6871,60.1
9160,36303,55.4
15290,14067,54.3
9995,14504,64.2
8290,15282,54.3
10995,16405,65.7
17500,10974,38.2
16500,26973,54.3
9700,28533,44.8
9300,34961,44.1
8700,27095,65.7
14500,38535,54.3
7800,31604,47.9
15600,10900,58.9
17600,10283,34.4
12500,45599,39.2
14000,20122,64.2
16290,17416,60.1
10800,13809,64.2
13995,11612,57.7
10995,12513,65.7
18990,8712,47.9
9495,8855,64.2
11600,23500,60.1
16300,7500,54.3
9400,16157,65.7
19690,6777,35.3
15000,14621,60.1
15200,6216,60.1
8500,19141,65.7
14000,16155,64.2
8900,2570,65.7
9990,38081,65.7
30990,10,37.2
18000,5909,41.5
15290,15893,60.1
18490,14457,67.3
19990,14362,38.2
15290,36609,60.1
10995,28526,74.3
11999,2240,60.1
6990,44823,65.7
13800,15757,60.1
15200,22435,54.3
4500,38622,57.7
17200,9390,38.2
10700,26658,65.7
8500,25000,64.2
26900,14929,36.7
14200,9235,60.1
8500,39704,54.3
7200,16460,54.3
9500,10106,65.7
15700,10852,54.3
17500,29570,52.3
10000,27097,74.3
8300,23777,65.7
20900,11251,29.1
6900,26443,60.1
24900,10836,50.4
10500,15610,61.4
15500,27790,56.5
15800,26723,58.9
14500,18460,56.6
9990,21637,64.2
7495,30236,54.3
11590,9862,52.3
18990,11350,67.3
5000,69455,54.3
16800,4670,40.3
11200,46815,64.2
9500,55221,47.9
15000,4640,58.9
15000,29764,64.2
8700,10313,64.2
11600,13792,65.7
8998,10111,54.3
7998,26254,44.8
7998,22767,65.7
13498,15012,57.7
9498,15012,65.7
14995,24031,54.3
13302,25931,62.8
9397,14328,62.8
5591,40131,76.4
8895,25487,60.1
12595,13768,60.1
13690,10258,65.7
15490,26491,74.3
13990,10000,60.1
9495,47387,64.2
15995,10279,58.9
7800,30500,67.3
8900,25782,52.3
10700,7954,58.9
15800,8537,51.4
13900,10762,58.9
5990,55211,85.6
18990,8213,67.3
17290,6252,60.1
17295,3366,53.3
23995,6370,37.7
12995,18300,57.7
18295,21800,41.5
11995,24000,57.7
8795,56000,47.9
12395,21000,57.7
14995,4800,60.1
15995,25208,54.3
18998,18003,67.3
9171,24961,65.7
8995,22084,54.3
9991,26611,54.3
14292,19674,45.6
12492,28226,54.3
11500,18358,55.4
15500,14170,64.2
15000,5555,53.3
19800,11218,45.6
11600,31339,54.3
12400,14130,74.3
8400,35124,65.7
12500,19730,57.7
9500,26081,62.8
11200,15410,74.3
10000,12107,62.8
4500,41127,57.7
9300,11172,64.2
7500,14689,57.7
13000,8026,57.7
16000,23708,41.5
21000,10,40.3
17000,10,58.9
21000,1173,50.4
14500,6994,54.3
10500,44998,68.9
13000,11842,57.7
7500,18772,65.7
10998,31265,60.1
8498,30205,53.3
16195,8132,60.1
7700,24194,57.7
16795,691,51.4
6700,35659,65.7
14500,6436,55.4
11500,27062,62.8
17400,1872,44.1
8200,8415,57.7
6000,41426,54.3
16395,2800,53.3
12495,12500,58.9
11495,58000,65.7
21795,680,50.4
12495,34000,54.3
10295,20000,55.4
17995,90,49.6
9895,11000,57.7
9695,33000,64.2
12795,13500,68.9
16500,24758,56.5
11998,23328,45.6
6260,45180,65.7
37990,2450,22.1
16991,7000,40.3
13500,19301,60.1
9900,35452,74.3
16500,21617,67.3
14000,21576,56.6
14500,19799,52.3
11900,9574,60.1
14800,9060,51.4
16500,18549,41.5
19900,11111,56.5
11998,5944,65.7
8998,23215,62.8
19998,11100,56.5
17498,30690,67.3
9998,27533,85.6
12998,22852,54.3
14998,19772,62.8
8698,16284,54.3
15191,52423,54.3
14991,13032,62.8
12498,13559,60.1
11998,6596,65.7
13998,14330,58.9
16998,22859,60.1
16798,3233,45.6
17590,12095,74.3
7495,33000,54.3
10690,16137,62.8
16990,13043,64.2
11490,17152,61.4
9790,12272,47.9
15990,12814,74.3
9995,11933,64.2
10495,16709,64.2
15750,19694,41.5
15400,9845,60.1
15360,12221,60.1
15760,10282,74.3
15270,12100,60.1
16030,10111,74.3
15750,6388,74.3
15510,15811,74.3
11498,15430,74.3
9680,12451,55.4
7991,22592,54.3
15960,12388,74.3
15950,9550,74.3
13430,19859,74.3
15490,7552,48.7
8491,7774,54.3
17400,14398,41.5
7291,23894,54.3
6800,21881,57.7
